StudentSK,id_student,gender,age_band,highest_education,region,imd_band,num_of_prev_attempts,disability
3203,540682,F,0-35,Lower Than A Level,South East Region,50-60%,0,N
3204,541171,F,0-35,A Level or Equivalent,Wales,60-70%,0,N
3205,541274,M,35-55,Lower Than A Level,Yorkshire Region,50-60%,1,N
3206,541586,F,35-55,A Level or Equivalent,East Midlands Region,60-70%,0,N
3207,541702,F,0-35,A Level or Equivalent,East Anglian Region,90-100%,0,N
3208,541842,F,0-35,Lower Than A Level,South East Region,0-10%,0,N
3209,542296,F,35-55,Lower Than A Level,Wales,30-40%,1,N
3210,542472,F,0-35,Lower Than A Level,North Western Region,20-30%,0,N
3211,542574,F,0-35,Lower Than A Level,East Midlands Region,10-20,0,N
3212,542707,F,0-35,A Level or Equivalent,North Western Region,30-40%,0,N
3213,543021,M,35-55,Lower Than A Level,Scotland,10-20,0,N
3214,543279,F,0-35,A Level or Equivalent,Yorkshire Region,0-10%,0,N
3215,543418,F,0-35,Lower Than A Level,Wales,40-50%,0,N
3216,543428,F,35-55,Lower Than A Level,West Midlands Region,90-100%,1,N
3217,544122,F,0-35,A Level or Equivalent,Wales,90-100%,0,N
3218,545200,F,35-55,A Level or Equivalent,North Western Region,40-50%,0,N
3219,545247,F,0-35,Lower Than A Level,West Midlands Region,0-10%,0,N
3220,545297,F,0-35,Lower Than A Level,East Anglian Region,40-50%,0,Y
3221,545298,F,0-35,Lower Than A Level,North Western Region,0-10%,0,N
3222,545443,F,0-35,A Level or Equivalent,North Western Region,0-10%,0,N
3223,545462,F,35-55,A Level or Equivalent,West Midlands Region,40-50%,0,N
3224,546124,F,0-35,A Level or Equivalent,London Region,20-30%,0,N
3225,546195,M,0-35,Lower Than A Level,London Region,0-10%,0,N
3226,546196,F,0-35,A Level or Equivalent,North Western Region,20-30%,0,Y
3227,547266,F,35-55,HE Qualification,Yorkshire Region,10-20,0,N
3228,547311,F,35-55,Lower Than A Level,North Western Region,70-80%,0,N
3229,547718,F,0-35,Lower Than A Level,Yorkshire Region,60-70%,0,N
3230,547979,F,0-35,No Formal quals,South East Region,60-70%,0,N
3231,548197,F,0-35,Lower Than A Level,Scotland,10-20,0,N
3232,548899,F,0-35,A Level or Equivalent,East Anglian Region,40-50%,0,N
3233,549129,F,0-35,HE Qualification,Yorkshire Region,30-40%,1,N
3234,549226,F,0-35,A Level or Equivalent,East Midlands Region,80-90%,0,N
3235,549445,F,35-55,Lower Than A Level,Ireland,30-40%,0,N
3236,549586,F,35-55,Lower Than A Level,London Region,50-60%,0,N
3237,549745,F,0-35,A Level or Equivalent,North Western Region,70-80%,0,N
3238,549918,F,0-35,A Level or Equivalent,North Western Region,50-60%,0,N
3239,550412,F,0-35,Lower Than A Level,North Western Region,10-20,0,N
3240,550559,F,0-35,A Level or Equivalent,North Western Region,30-40%,0,N
3241,550880,F,0-35,A Level or Equivalent,South East Region,60-70%,1,N
3242,550941,F,0-35,Lower Than A Level,Wales,70-80%,1,Y
3243,551031,F,35-55,Lower Than A Level,London Region,10-20,0,N
3244,551136,F,0-35,Lower Than A Level,North Western Region,20-30%,0,N
3245,551205,F,0-35,Lower Than A Level,East Midlands Region,70-80%,1,N
3246,551219,F,0-35,A Level or Equivalent,Wales,30-40%,0,N
3247,551234,F,35-55,Lower Than A Level,London Region,10-20,0,N
3248,551347,M,0-35,Lower Than A Level,Wales,30-40%,1,N
3249,551515,F,0-35,Lower Than A Level,Scotland,10-20,0,N
3250,551628,F,0-35,Lower Than A Level,Yorkshire Region,0-10%,0,Y
3251,551802,F,0-35,A Level or Equivalent,London Region,70-80%,0,N
3252,551836,M,0-35,Lower Than A Level,North Region,10-20,0,N
3253,552116,F,0-35,Lower Than A Level,West Midlands Region,20-30%,0,N
3254,552177,F,0-35,A Level or Equivalent,North Western Region,20-30%,0,N
3255,552205,F,0-35,Lower Than A Level,Scotland,0-10%,1,N
3256,552339,F,0-35,HE Qualification,East Anglian Region,50-60%,0,N
3257,552399,F,0-35,A Level or Equivalent,London Region,30-40%,0,Y
3258,552515,F,35-55,A Level or Equivalent,South West Region,30-40%,0,N
3259,552622,F,35-55,Lower Than A Level,West Midlands Region,20-30%,1,N
3260,552865,F,0-35,Lower Than A Level,North Western Region,0-10%,0,N
3261,552883,F,0-35,HE Qualification,Yorkshire Region,20-30%,0,N
3262,553078,F,0-35,A Level or Equivalent,Wales,40-50%,0,N
3263,553556,F,0-35,Lower Than A Level,West Midlands Region,80-90%,0,N
3264,553825,F,0-35,Lower Than A Level,South Region,70-80%,0,N
3265,553856,M,0-35,HE Qualification,East Anglian Region,50-60%,0,N
3266,553893,F,0-35,Lower Than A Level,South Region,70-80%,0,N
3267,554243,F,0-35,Lower Than A Level,South West Region,60-70%,0,N
3268,554297,F,0-35,Lower Than A Level,Ireland,20-30%,0,N
3269,554314,F,35-55,HE Qualification,South Region,70-80%,0,N
3270,554540,M,0-35,A Level or Equivalent,North Western Region,10-20,0,N
3271,555061,F,0-35,Lower Than A Level,London Region,20-30%,0,Y
3272,555346,F,0-35,Lower Than A Level,South West Region,10-20,0,Y
3273,555614,F,35-55,Lower Than A Level,East Midlands Region,90-100%,1,N
3274,555721,F,35-55,A Level or Equivalent,South Region,60-70%,0,N
3275,555789,F,35-55,Lower Than A Level,South East Region,70-80%,0,N
3276,556062,F,0-35,A Level or Equivalent,North Western Region,20-30%,0,N
3277,556089,F,0-35,Lower Than A Level,East Anglian Region,30-40%,0,N
3278,556175,M,35-55,Lower Than A Level,Wales,10-20,1,N
3279,556228,M,35-55,A Level or Equivalent,East Midlands Region,90-100%,0,N
3280,556427,F,0-35,A Level or Equivalent,East Midlands Region,20-30%,0,N
3281,556592,F,0-35,A Level or Equivalent,London Region,50-60%,0,N
3282,556637,F,0-35,Lower Than A Level,East Midlands Region,60-70%,0,N
3283,556738,F,0-35,Lower Than A Level,East Anglian Region,70-80%,0,N
3284,556972,F,0-35,Lower Than A Level,South West Region,20-30%,0,N
3285,557652,F,0-35,Lower Than A Level,East Anglian Region,70-80%,0,N
3286,558035,F,0-35,A Level or Equivalent,South Region,80-90%,0,N
3287,558333,F,0-35,Lower Than A Level,South Region,40-50%,0,N
3288,558533,F,0-35,A Level or Equivalent,West Midlands Region,0-10%,0,N
3289,558661,F,0-35,Lower Than A Level,North Western Region,50-60%,0,N
3290,558755,F,35-55,A Level or Equivalent,North Western Region,0-10%,0,N
3291,558962,F,0-35,Lower Than A Level,South West Region,90-100%,0,N
3292,558983,F,0-35,A Level or Equivalent,Scotland,50-60%,0,Y
3293,559139,F,35-55,A Level or Equivalent,East Anglian Region,30-40%,0,N
3294,559168,M,35-55,HE Qualification,East Midlands Region,60-70%,0,N
3295,559344,M,0-35,A Level or Equivalent,South Region,70-80%,0,N
3296,559382,F,0-35,A Level or Equivalent,South West Region,80-90%,0,N
3297,559414,F,35-55,HE Qualification,Scotland,0-10%,0,N
3298,559584,F,35-55,A Level or Equivalent,West Midlands Region,80-90%,0,N
3299,559685,F,35-55,HE Qualification,Scotland,20-30%,0,N
3300,559851,F,0-35,A Level or Equivalent,North Region,70-80%,0,N
3301,560030,F,0-35,Lower Than A Level,London Region,30-40%,1,N
3302,560074,F,0-35,A Level or Equivalent,East Anglian Region,30-40%,0,Y
3303,560430,F,35-55,Lower Than A Level,East Midlands Region,60-70%,0,N
3304,560490,F,0-35,A Level or Equivalent,South Region,80-90%,0,N
3305,560559,F,0-35,Lower Than A Level,Yorkshire Region,0-10%,0,N
3306,560567,F,0-35,Lower Than A Level,West Midlands Region,20-30%,0,N
3307,560676,F,35-55,Lower Than A Level,East Midlands Region,60-70%,0,N
3308,560773,F,0-35,A Level or Equivalent,South Region,80-90%,0,N
3309,560920,F,35-55,A Level or Equivalent,London Region,30-40%,0,N
3310,561312,F,0-35,A Level or Equivalent,Yorkshire Region,10-20,0,N
3311,561457,F,0-35,Lower Than A Level,North Region,0-10%,0,N
3312,561534,F,35-55,HE Qualification,Scotland,70-80%,0,N
3313,561549,F,35-55,HE Qualification,North Region,40-50%,0,N
3314,561591,F,0-35,A Level or Equivalent,North Region,0-10%,0,N
3315,561640,F,0-35,A Level or Equivalent,East Anglian Region,80-90%,0,N
3316,561674,F,0-35,Lower Than A Level,East Anglian Region,60-70%,0,N
3317,561841,F,0-35,Lower Than A Level,Scotland,30-40%,0,N
3318,561932,M,35-55,HE Qualification,Yorkshire Region,30-40%,0,N
3319,562090,F,35-55,Lower Than A Level,South Region,40-50%,0,N
3320,562270,M,35-55,A Level or Equivalent,North Western Region,10-20,0,N
3321,562456,F,0-35,Lower Than A Level,South West Region,20-30%,0,N
3322,563022,F,0-35,Lower Than A Level,Yorkshire Region,20-30%,0,N
3323,563063,F,35-55,A Level or Equivalent,North Western Region,80-90%,0,N
3324,563174,F,0-35,Lower Than A Level,London Region,0-10%,0,N
3325,563374,M,0-35,Lower Than A Level,Scotland,80-90%,0,N
3326,563706,F,35-55,A Level or Equivalent,South East Region,70-80%,0,N
3327,563733,F,35-55,A Level or Equivalent,East Anglian Region,30-40%,0,N
3328,563735,F,0-35,A Level or Equivalent,West Midlands Region,10-20,0,N
3329,563769,F,0-35,A Level or Equivalent,Yorkshire Region,0-10%,0,N
3330,563794,F,0-35,Lower Than A Level,East Midlands Region,70-80%,0,N
3331,564105,F,0-35,A Level or Equivalent,South West Region,70-80%,0,N
3332,564129,M,35-55,Lower Than A Level,West Midlands Region,10-20,0,N
3333,564144,F,0-35,Lower Than A Level,Wales,60-70%,0,N
3334,564245,F,0-35,Post Graduate Qualification,Scotland,50-60%,0,N
3335,564268,F,0-35,A Level or Equivalent,East Anglian Region,80-90%,0,N
3336,564300,F,35-55,A Level or Equivalent,South East Region,40-50%,0,N
3337,564596,F,35-55,A Level or Equivalent,Yorkshire Region,10-20,0,N
3338,564626,M,0-35,A Level or Equivalent,London Region,80-90%,0,N
3339,564791,F,0-35,Lower Than A Level,Yorkshire Region,0-10%,0,N
3340,564792,M,0-35,A Level or Equivalent,Ireland,40-50%,0,N
3341,564898,F,0-35,A Level or Equivalent,South East Region,30-40%,0,N
3342,564930,F,0-35,Lower Than A Level,Ireland,0-10%,0,N
3343,564958,F,0-35,A Level or Equivalent,South Region,40-50%,0,Y
3344,564972,F,0-35,Lower Than A Level,East Midlands Region,0-10%,0,N
3345,565035,F,0-35,Lower Than A Level,Ireland,10-20,0,N
3346,565393,F,0-35,A Level or Equivalent,West Midlands Region,20-30%,0,N
3347,565402,F,0-35,Lower Than A Level,South Region,80-90%,0,N
3348,565513,F,0-35,A Level or Equivalent,Wales,60-70%,0,N
3349,565518,F,35-55,Lower Than A Level,South West Region,90-100%,0,N
3350,565582,F,0-35,Lower Than A Level,Wales,10-20,0,N
3351,565607,F,0-35,HE Qualification,London Region,30-40%,0,N
3352,565715,F,0-35,A Level or Equivalent,South East Region,20-30%,0,N
3353,565819,F,35-55,A Level or Equivalent,East Anglian Region,30-40%,0,N
3354,565888,F,0-35,A Level or Equivalent,West Midlands Region,20-30%,0,N
3355,565919,F,0-35,Lower Than A Level,Scotland,60-70%,0,N
3356,566133,F,0-35,A Level or Equivalent,East Anglian Region,60-70%,0,N
3357,566339,F,0-35,A Level or Equivalent,East Midlands Region,20-30%,0,Y
3358,566346,F,35-55,HE Qualification,Scotland,40-50%,0,N
3359,566358,F,0-35,A Level or Equivalent,East Anglian Region,70-80%,0,N
3360,566369,F,35-55,A Level or Equivalent,West Midlands Region,10-20,0,N
3361,566392,F,35-55,Lower Than A Level,North Western Region,20-30%,0,Y
3362,566407,M,0-35,A Level or Equivalent,East Midlands Region,20-30%,0,N
3363,566415,F,0-35,Lower Than A Level,East Midlands Region,90-100%,0,N
3364,566720,F,35-55,Lower Than A Level,Wales,0-10%,0,N
3365,566813,F,0-35,A Level or Equivalent,East Anglian Region,30-40%,0,N
3366,566814,F,0-35,A Level or Equivalent,Wales,60-70%,0,N
3367,567013,M,35-55,Lower Than A Level,East Anglian Region,30-40%,0,Y
3368,567033,F,0-35,A Level or Equivalent,London Region,40-50%,0,Y
3369,567059,F,0-35,Lower Than A Level,East Midlands Region,50-60%,0,N
3370,567145,F,0-35,Lower Than A Level,North Region,0-10%,0,N
3371,567160,F,0-35,A Level or Equivalent,East Anglian Region,30-40%,0,N
3372,567262,M,0-35,HE Qualification,South Region,60-70%,0,N
3373,567363,F,0-35,HE Qualification,East Anglian Region,50-60%,0,N
3374,567402,F,35-55,A Level or Equivalent,East Anglian Region,60-70%,0,Y
3375,567429,F,0-35,Lower Than A Level,East Midlands Region,60-70%,0,N
3376,567500,F,0-35,A Level or Equivalent,Ireland,10-20,0,N
3377,567598,F,0-35,Lower Than A Level,North Western Region,0-10%,0,N
3378,567627,F,0-35,Lower Than A Level,Wales,60-70%,0,N
3379,567754,F,0-35,A Level or Equivalent,East Midlands Region,50-60%,0,N
3380,567915,F,35-55,A Level or Equivalent,South Region,30-40%,0,N
3381,567925,F,0-35,Lower Than A Level,North Western Region,60-70%,0,N
3382,567929,F,35-55,A Level or Equivalent,Yorkshire Region,10-20,0,N
3383,567958,M,35-55,Lower Than A Level,West Midlands Region,0-10%,0,Y
3384,567979,F,0-35,A Level or Equivalent,Scotland,10-20,0,N
3385,568074,F,0-35,A Level or Equivalent,Wales,40-50%,0,N
3386,568293,F,0-35,HE Qualification,London Region,10-20,0,N
3387,568370,F,35-55,A Level or Equivalent,West Midlands Region,20-30%,0,N
3388,568474,F,35-55,A Level or Equivalent,South Region,60-70%,0,N
3389,568502,F,0-35,HE Qualification,London Region,40-50%,0,N
3390,568523,F,0-35,Lower Than A Level,North Western Region,10-20,0,N
3391,568533,F,0-35,Lower Than A Level,North Western Region,40-50%,0,N
3392,568609,M,55<=,HE Qualification,London Region,20-30%,0,N
3393,568775,F,0-35,Lower Than A Level,East Midlands Region,30-40%,0,N
3394,569035,F,35-55,A Level or Equivalent,East Anglian Region,50-60%,0,N
3395,569141,F,0-35,Lower Than A Level,Wales,10-20,0,N
3396,569334,F,0-35,A Level or Equivalent,South Region,30-40%,0,N
3397,569426,F,0-35,Lower Than A Level,Yorkshire Region,0-10%,0,N
3398,569854,F,0-35,A Level or Equivalent,South Region,70-80%,0,N
3399,569862,M,0-35,HE Qualification,South East Region,60-70%,0,N
3400,569930,F,0-35,A Level or Equivalent,Yorkshire Region,10-20,0,N
3401,570137,F,35-55,Lower Than A Level,Scotland,70-80%,0,N
3402,570157,F,35-55,A Level or Equivalent,North Western Region,80-90%,0,N
3403,570168,F,0-35,No Formal quals,South West Region,30-40%,0,N
3404,570177,F,0-35,Lower Than A Level,Ireland,70-80%,0,N
3405,570271,F,0-35,A Level or Equivalent,South Region,90-100%,0,N
3406,570287,F,0-35,Lower Than A Level,Ireland,40-50%,0,N
3407,570351,M,0-35,A Level or Equivalent,South Region,0-10%,0,N
3408,570519,F,0-35,A Level or Equivalent,East Midlands Region,0-10%,0,N
3409,570623,F,35-55,A Level or Equivalent,North Region,50-60%,0,N
3410,570759,F,0-35,A Level or Equivalent,London Region,10-20,0,N
3411,570783,F,0-35,Lower Than A Level,South Region,30-40%,0,N
3412,570862,F,0-35,Lower Than A Level,South West Region,30-40%,0,N
3413,570864,F,0-35,Lower Than A Level,Wales,80-90%,0,N
3414,570970,M,35-55,Lower Than A Level,London Region,50-60%,0,Y
3415,571083,F,0-35,A Level or Equivalent,Yorkshire Region,60-70%,0,N
3416,571143,F,35-55,A Level or Equivalent,North Region,0-10%,0,N
3417,571441,F,35-55,HE Qualification,Scotland,30-40%,0,N
3418,571503,F,0-35,Lower Than A Level,Wales,20-30%,0,N
3419,571516,F,35-55,A Level or Equivalent,South Region,40-50%,0,N
3420,571540,F,0-35,Lower Than A Level,East Anglian Region,90-100%,0,N
3421,571554,M,0-35,A Level or Equivalent,Yorkshire Region,0-10%,0,N
3422,571601,F,0-35,Lower Than A Level,South Region,0-10%,0,N
3423,571672,F,35-55,Lower Than A Level,North Western Region,0-10%,0,N
3424,571681,F,0-35,HE Qualification,Ireland,0-10%,0,N
3425,571693,F,35-55,Lower Than A Level,Wales,20-30%,0,N
3426,571770,F,0-35,Lower Than A Level,East Anglian Region,10-20,0,N
3427,571779,F,35-55,A Level or Equivalent,East Midlands Region,60-70%,0,N
3428,571794,F,0-35,A Level or Equivalent,East Midlands Region,60-70%,0,N
3429,571871,F,0-35,A Level or Equivalent,South East Region,30-40%,0,N
3430,571885,F,0-35,Lower Than A Level,Scotland,40-50%,0,N
3431,571907,F,0-35,A Level or Equivalent,Scotland,0-10%,0,N
3432,572029,F,0-35,Lower Than A Level,North Western Region,10-20,0,N
3433,572051,F,35-55,A Level or Equivalent,East Anglian Region,50-60%,0,N
3434,572054,F,35-55,Lower Than A Level,Yorkshire Region,30-40%,0,N
3435,572067,F,0-35,A Level or Equivalent,North Region,0-10%,0,N
3436,572103,F,0-35,A Level or Equivalent,West Midlands Region,20-30%,0,N
3437,572131,F,0-35,A Level or Equivalent,South West Region,10-20,0,N
3438,572163,F,0-35,Lower Than A Level,Wales,0-10%,0,N
3439,572173,F,0-35,Lower Than A Level,North Western Region,0-10%,0,N
3440,572277,M,0-35,A Level or Equivalent,Scotland,30-40%,0,N
3441,572302,M,0-35,Lower Than A Level,South East Region,30-40%,0,N
3442,572416,F,0-35,A Level or Equivalent,London Region,30-40%,0,Y
3443,572436,F,0-35,A Level or Equivalent,North Western Region,10-20,0,N
3444,572447,F,0-35,A Level or Equivalent,Wales,30-40%,0,N
3445,572495,F,0-35,A Level or Equivalent,Yorkshire Region,10-20,0,N
3446,572504,F,0-35,A Level or Equivalent,Yorkshire Region,10-20,0,N
3447,572508,F,0-35,Lower Than A Level,South Region,10-20,0,N
3448,572514,F,0-35,A Level or Equivalent,Wales,40-50%,0,N
3449,572626,F,0-35,A Level or Equivalent,Yorkshire Region,70-80%,0,N
3450,572733,F,0-35,A Level or Equivalent,North Western Region,60-70%,0,N
3451,572739,F,0-35,Lower Than A Level,Wales,40-50%,0,N
3452,572752,F,35-55,HE Qualification,London Region,90-100%,0,N
3453,572765,F,0-35,Lower Than A Level,North Region,20-30%,0,N
3454,572770,F,0-35,Lower Than A Level,East Midlands Region,60-70%,0,N
3455,572898,F,0-35,A Level or Equivalent,Wales,90-100%,0,N
3456,572918,F,0-35,A Level or Equivalent,South Region,90-100%,0,N
3457,572937,F,35-55,A Level or Equivalent,North Western Region,60-70%,0,N
3458,573043,F,0-35,A Level or Equivalent,East Anglian Region,20-30%,0,N
3459,573063,F,0-35,Lower Than A Level,North Region,0-10%,0,N
3460,573159,F,0-35,A Level or Equivalent,West Midlands Region,Unknown,0,N
3461,573208,F,0-35,Lower Than A Level,Wales,30-40%,0,Y
3462,573217,F,0-35,Lower Than A Level,South Region,90-100%,0,N
3463,573223,M,35-55,A Level or Equivalent,South West Region,20-30%,0,N
3464,573225,F,0-35,Lower Than A Level,Wales,50-60%,0,N
3465,573275,F,0-35,Lower Than A Level,Wales,30-40%,0,Y
3466,573321,F,0-35,Lower Than A Level,Scotland,0-10%,0,N
3467,573409,F,0-35,A Level or Equivalent,Yorkshire Region,10-20,0,Y
3468,573411,F,0-35,A Level or Equivalent,North Western Region,50-60%,0,N
3469,573431,F,0-35,A Level or Equivalent,South Region,20-30%,0,N
3470,573433,F,35-55,HE Qualification,Wales,20-30%,0,N
3471,573441,F,0-35,Lower Than A Level,Yorkshire Region,0-10%,0,N
3472,573453,F,0-35,Lower Than A Level,South Region,40-50%,0,N
3473,573485,F,0-35,Lower Than A Level,London Region,10-20,0,N
3474,573487,F,0-35,Lower Than A Level,London Region,10-20,0,N
3475,573519,F,0-35,A Level or Equivalent,South East Region,70-80%,0,N
3476,573578,F,0-35,A Level or Equivalent,East Anglian Region,50-60%,0,N
3477,573654,F,0-35,A Level or Equivalent,West Midlands Region,80-90%,0,N
3478,573683,M,0-35,A Level or Equivalent,South Region,70-80%,0,N
3479,573694,F,35-55,A Level or Equivalent,Wales,70-80%,0,N
3480,573758,F,0-35,Lower Than A Level,North Western Region,0-10%,0,N
3481,573777,F,0-35,A Level or Equivalent,East Anglian Region,40-50%,0,N
3482,573790,F,0-35,HE Qualification,Wales,50-60%,0,N
3483,573810,F,0-35,Lower Than A Level,Yorkshire Region,10-20,0,N
3484,573821,F,0-35,A Level or Equivalent,West Midlands Region,50-60%,0,N
3485,573831,F,0-35,Lower Than A Level,East Midlands Region,0-10%,0,Y
3486,573893,F,35-55,HE Qualification,East Anglian Region,20-30%,0,N
3487,573986,F,0-35,Lower Than A Level,West Midlands Region,0-10%,0,N
3488,574002,F,0-35,Lower Than A Level,South Region,20-30%,0,N
3489,574051,F,35-55,Lower Than A Level,Wales,0-10%,0,N
3490,574053,M,35-55,Lower Than A Level,North Western Region,20-30%,0,N
3491,574065,F,0-35,A Level or Equivalent,Ireland,40-50%,0,N
3492,574125,F,0-35,A Level or Equivalent,South Region,10-20,0,N
3493,574146,F,0-35,Lower Than A Level,East Anglian Region,60-70%,0,N
3494,574194,F,0-35,A Level or Equivalent,North Western Region,10-20,0,N
3495,574212,F,0-35,A Level or Equivalent,Scotland,50-60%,0,N
3496,574250,F,0-35,Lower Than A Level,East Anglian Region,90-100%,0,N
3497,574276,F,0-35,Lower Than A Level,North Western Region,60-70%,0,N
3498,574319,F,0-35,Lower Than A Level,North Region,30-40%,0,N
3499,574320,M,35-55,A Level or Equivalent,Scotland,70-80%,0,N
3500,574348,F,35-55,A Level or Equivalent,East Anglian Region,70-80%,0,Y
3501,574549,F,0-35,Lower Than A Level,Scotland,0-10%,0,N
3502,574591,F,35-55,Lower Than A Level,North Western Region,50-60%,0,N
3503,574648,F,35-55,A Level or Equivalent,East Anglian Region,40-50%,0,N
